user,system,sentiment
그러게 돈은 아무나 버는게 아닌가봐,그래도 방법을 찾아봐요,0
친구들이랑 놀이공원 가기로 했어,어디 놀이공원으로 가시나요,0
사람이 어디가 더 적을까,오늘 놀이공원 입장객 수를 알아봐 드릴까요,0
그래주면 좋지,오늘은 환상 놀이공원이 입장객이 제일 적네요,0
그럼 오늘 거기로 가야겠다 어떻게 가지,제일 빠른 교통편을 알아봐드려요,0
응 대중교통으로 알아봐줘,네 지도를 검색해볼게요,0
사람들이 나를 어떻게 보고 있을까,좋은 사람이라고 생각할 것 같아요,0
진짜 그럴까,밖에서 무슨 일 있으셨나요,0
아니 그냥 앞에서는 웃고 뒤에서는 욕하는 건 아닌가 해서,어쩌다가 그런 사람도 있겠지만 아닌 사람이 더 많을 거예요,0
정말 그랬으면 좋겠다,사람들이 어떻게 봐주시기를 바라시나요,0
솔직히 나도 잘 모르겠어 그냥 미움받지 않았으면 좋겠어,친한 사람에게 직접 물어보는 것도 좋을 것 같아요,0
나는 언제 행복할까,자신이 더 잘 알지 않을까요,0
글쎄 행복이 정확히 어떤 건지 모르겠어,웃고 있으면 행복한 게 아닐까요,0
개그 프로그램을 보면서도 웃지만 그게 행복하다고 느껴지지는 않아,사람마다 행복의 기준이 다를 거 같아요,0
나 자신의 행복이 무엇인지 어떻게 알 수 있을까,살면서 가장 좋았던 순간을 떠올려보세요,0
나는 엄마랑 서점에서 책을 살 때가 좋았어,행복은 거창한 게 아녜요,0
내가 제일 잘하는 게 뭘까,보통 사람들은 취미와 특기가 비슷한 것 같아요,0
내 취미는 스쿠버다이빙인데,그럼 스쿠버다이빙이 특기 아닐까요,0
내가 다이빙을 제일 잘하는 거 같지는 않아,복잡하시네요,0
좋아한다고 잘하는 건 아니고 잘한다고 좋아하는 거 같지는 않아,그럼 못하는 것부터 소거해가는 건 어떠세요,0
아주 좋은 방법이다,나중에 결과를 알려주세요,0
어깨가 쑤시네,어제 무리하셨나봐요,0
오랜만에 테니스를 쳤더니 무리가 갔나봐,파스를 뿌리는 게 어때요,0
옆자리 동료에게 피해 가지 않을까,괜찮을거에요,0
이해해주겠지,당연하지요,0
파스가 어디에 있나,잘 찾아보세요,0
이제 가을인데 입을 옷이 하나도 없어,옷은 때와 장소에 맞게 입으시는 게 중요해요,0
나는 옷을 어떻게 입어야 할지 모르겠어,무슨 약속 있으신가요,0
그냥 평소에 옷 못 입는다는 얘기를 많이 들어서 스트레스받아,평소에는 캐주얼하게 입으셔도 좋아요,0
도대체 그 캐주얼하게 어떻게 입는 건지 모르겠어,옷 가게에 진열된 마네킹과 똑같이 입으시는 것도 좋은 방법이에요,0
좋은 방법 알려줘서 고마워,별말씀을요 인터넷에서 모델들을 참고하셔도 좋아요,0
내 매력이 뭘까,매력이 너무 많아서 잘 모르시는 거 같아요,0
나도 연애할 수 있을까,조만간 좋은 인연을 만나실 거예요,0
이미 삼십 년 동안이나 솔로로 지냈어,좋은 사람을 만나기 위해 기다린 거예요,0
이번에도 고백했다가 거절당했어,그분은 사람 보는 눈이 별로네요,0
나도 결혼도 하고 아이도 낳고 그렇게 평범하게 살 수 있겠지,제가 응원할게요,0
스트레스받아 죽겠어,무슨 고민 있으신가요,0
탈모가 점점 심해져,많이 힘드시겠어요,0
항상 모자로 가리고 다니니까 더 심해지는 거 같아,모자를 쓰는 대신에 스타일링을 달리해서 커버하시는 건 어떠신가요,0
이런 콤플렉스를 극복하는 사람과 못하는 사람의 차이는 대체 뭘까,아마도 자신을 사랑하는 정도의 차이가 아닐까요,0
나를 더 많이 사랑해야 하는구나,그렇게 되면 스트레스가 많이 줄어들 거예요,0
나는 왜 이렇게 소심할까,조심스럽고 세심하신 거예요,0
좀 더 대범하고 적극적이었으면 친구도 많이 사귀고 좋았을 텐데,지금도 충분히 친구를 사귀실 수 있어요,0
성격은 언제 어떻게 정해지는 걸까,성격도 유전적인 영향이 있다는 연구 결과가 있어요,0
환경적인 요인은 없을까,환경적 요인도 없지는 않을 거예요,0
어려서부터 가난해서 자연스럽게 사람들을 피했던 거 같아,지금부터라도 고칠 수 있을 거예요,0
유관순 열사는 어떻게 그렇게 강할 수 있었을까,조국애가 유관순 열사를 강하게 만들지 않았을까요,0
나도 유관순 열사처럼 강한 사람이 되고 싶어,모두 마음먹기에 달렸어요,0
나는 많이 약한 사람 같아,왜 그렇게 생각하시나요,0
나쁜 친구들한테 맞설 용기가 없어,선생님께 도움을 청해 보시는 건 어떠신가요,0
이제는 그냥 순종하는 게 더 편해,자신을 포기하지 마세요,0
성격이 바뀔 수도 있을까,바뀔 수도 있지 않을까요,0
가장 친한 친구가 하루아침에 이상해졌어,무슨 일이 있으셨나요,0
원래 항상 밝고 쾌활했는데 오늘 갑자기 날카롭고 신경질적이 되었어,친구분에게 안 좋은 일이 있었던 건 아닐까요,0
글쎄 물어봐도 아무 말도 안 하고 나한테 짜증을 냈어,친구분이 도움이 필요한 상황일 수도 있겠어요,0
위험한 일을 겪은 것은 아니겠지,일단 선생님께 말씀드려 보세요,0
사람은 왜 사치와 허영을 부릴까,무언가 결핍된 상황에 처해서가 아닐까요,0
뭐가 결핍되었는데,그건 사람마다 다를 것 같아요,0
그럼 우리 집사람은 뭐가 결핍되었을까,시간을 갖고 진지하게 대화를 나누며 물어보시는 건 어떠신가요,0
대화를 하면 이해할 수 있을까,결과야 어떻게 되든 노력해보는 건 중요해요,0
오늘 저녁에 바로 시도해봐야겠어,좋은 와인도 잊지 말고 준비하세요,0
사람들은 왜 이렇게 외모에 집착할까,외모가 뛰어나면 많은 이점들이 있어서 그런 게 아닐까요,0
그렇지만 사람은 내면이 더 중요하잖아,외모가 중요하다고 해서 내면이 안 중요한 건 아니니까요,0
같이 다니는 내 친구는 예뻐서 항상 이득을 보는데 나는 상대적으로 손해 보는 거 같아,마음이 상하셨군요,0
나도 예뻐져서 세상 편하게 살았으면 좋겠어,지금부터라도 관리를 해보세요,0
무엇부터 해야 할까,피부관리와 몸매 관리부터 시작해보세요,0
어떻게 하면 내가 나를 사랑할 수 있을까,자신을 많이 칭찬해보시는 건 어떠세요,0
딱히 칭찬할만한 게 없어,아무거나 괜찮아요,0
다른 방법은 없을까,스스로를 높이세요,0
어떻게 하는 건데,자신을 존귀한 존재로 인식하고 비싸고 좋은 옷을 입고 고급 음식을 먹는다는 등 하는 거예요,0
그렇게 하면 되겠다,언제나 응원할게요,0
오랫동안 좋아하는 오빠가 있는데 날 여자로 안 봐,눈치가 별로이신 분이신가 보네요,0
여성스럽게 보이려면 어떻게 해야 할까,성적 매력을 어필해보는 건 어떠세요,0
치마도 입고 화장도 하고 해도 반응이 없어,술을 마시고 취한 척 기대 보는 건 어떠신가요,0
그건 너무 부담스러워하지 않을까,그 사람에게는 강한 어필이 중요할 거 같아요,0
그럼 내일 시도해봐야겠어,분명 좋은 결과가 있으실 거예요,0
나에게 새로운 목표가 생겼어,무슨 목표인데요,0
사귀고 싶은 여자가 생겼어,그거 좋은 소식인데요,0
같은 부서 신입사원인데 너무 맘에 들어,반하셨나봐요,0
성격도 좋고 외모도 훌륭해,그러면 경쟁이 너무 치열하지 않을까요,0
뭐 나 정도면 충분히 이겨내지 않겠어,자신감이 대단하시네요,0
나는 가끔 내가 너무 싫어,무슨 안 좋은 일이 있으셨나요,0
나랑 사이가 안 좋은 친구가 사고로 다쳤는데 나는 속으로 조금 기뻐했어,사람은 누구나 다 그럴 수 있어요,0
그렇지만 이렇게 나쁜 생각을 하면 안 되는 거잖아,너무 자책하지는 마세요,0
나는 나쁜 사람인가 봐,그냥 평범한 사람이에요,0
내가 너무 싫을 때는 어떻게 해야 할까,일단 따듯하게 샤워하고 한숨 주무시는 건 어떠세요,0
오늘 학교에서 발표를 하는데 말을 계속 더듬었어,많이 긴장하셨군요,0
나는 왜 이렇게 자신감이 없을까,누구나 처음에는 다 많이 긴장하고 실수를 할 거예요,0
그렇지만 오늘 발표를 엄청 잘한 친구도 있어,그럼 연습의 차이 아닐까요,0
연습을 많이 하면 자신감이 생길까,연습을 해서 잘 할 수 있다는 믿음이 생기면 그게 자신감으로 이어질 것 같아요,0
그런 거구나,그런 경험들이 쌓이면 나중에는 무엇을 하든 자신감이 생길 거예요,0
사기꾼한테 사기를 당했어,경찰에 신고는 하셨나요,0
신고는 바로 했어,그럼 경찰이 사기꾼을 잡아주실 거예요,0
나는 왜 이렇게 귀가 얇지,너무 순수하셔서 다른 사람을 잘 믿는 게 아닐까요,0
내가 너무 바보 같아,사기꾼이 나쁜 거예요,0
어떻게 해야 속지 않을까,앞으로는 믿을 수 있는 사람에게 먼저 물어보시는 건 어떠신가요,0
또 야근했어,회사에 일이 많으신가 봐요,0
직장 동료가 자기 일을 부탁했는데 내가 거절하지 못했어,고생하셨네요,0
일 떠넘긴 직장 동료는 놀러 갔어,적당히 거절하시는 방법을 배우시면 좋을 것 같아요,0
나는 왜 거절을 못 할까,상대방에게 미움받기가 두려워서 그러신 게 아닐까요,0
다른 사람에게 미움을 받아도 괜찮을까,모두에게 사랑받을 필요는 없는 것 같아요,0
오늘 회사에서 같은 일을 못한다고 대리님한테 지적받고 울었어,많이 힘드셨겠네요,0
그런데 같은 일로 과장님한테는 칭찬받고 웃었어,슬프고 웃긴 하루네요,0
나는 왜 이렇게 다른 사람의 말 한마디에 휘둘리는 걸까,마음이 여려서 그런 게 아닐까요,0
어떻게 하면 다른 사람의 말에 휘둘리지 않을 수 있을까,자신의 기준을 확고히 세워보시는 게 어떠신가요,0
그렇게 하면 좀 나아질까,분명히 좋아지실 거예요,0
낯선 사람과 처음 만났을 때 인사말은 어떻게 하는 게 좋을까,선 보러 가시나요,0
아니 내가 평소에 너무 낯을 가려서 어떻게 하면 처음 보는 사람들하고 친해질 수 있을지 연구하고 있어,노력하는 모습이 좋아요,0
왜 나는 처음 보는 사람하고 말을 잘 못할까,상대방에게 조심스럽기 때문이 아닐까요,0
사교성이 떨어지는 건 사회생활하면서 크게 손해가 되는 거 같아,그럴 수도 있겠네요,0
나도 여러 사람들과 어울려 지내고 싶어,노력하다 보면 해낼 수 있으실 거예요,0
엄마한테 잔뜩 짜증을 부렸어,화나는 일이 있으셨나요,0
엄마가 더운 날에 반찬을 무겁게 들고 집까지 오셨어,딸이 보고 싶으셨나 보네요,0
그런데 나는 왜 더운 날 이렇게 사서 고생하시냐고 화를 내버렸어,후회되시는군요,0
사실은 고맙다고 말하고 싶었는데 내가 왜 그랬을까,표현이 서툴러서 그랬을 거예요,0
지금이라도 전화해서 사과하는 게 좋을까,어머님께 전화해서 사랑한다고 말씀드려보는 건 어떠신가요,0
내 친구가 청약에 당첨되었데,축하할 일이네요,0
아주 축하할 일인데 나는 축하해주는 게 왜 잘 안될까,부러우신 건가요,0
사실 많이 부러워 나도 청약 넣었는데 나는 떨어졌거든,안타까운 일이네요,0
그래서 그런지 축하한다는 말이 안 나와,부러운 것과 축하하는 것을 별개로 보시는 게 어떠신가요,0
그게 무슨 말이야,둘 다 하셔도 된다는 얘기예요,0
답답해 죽겠어,많이 더우신가요,0
그게 아니라 오늘 밖에서 싸움이 났는데 내가 말을 제대로 못했어,그래서 답답하시군요,0
집에 오니까 그때 했어야 되는 말들이 다 생각나,그런 일이 종종 있죠,0
왜 그때 당시에는 말을 정리해서 잘 이야기하지 못했을까,익숙한 상황이 아니어서 당황해서 그러셨을 거예요,0
다음에는 속 시원하게 말할 수 있었으면 좋겠어,그러면 상황을 가정해놓고 연습을 해보시는 건 어떠신가요,0
나는 왜 혼자 있는 게 좋으면서도 싫을까,이중적이시네요,0
혼자 있으면 편해서 좋은데 외로워서 싫어 참 아이러니해,외로운 건 싫은데 구속받는 것도 싫어서 그런 게 아닐까요,0
그렇구나 그러면 어떻게 해야 할까,적정한 거리를 유지할 수 있는 사람을 만나보시는 건 어떠신가요,0
그게 어떤 사람인데,함께 있지만 구속하지 않는 사람 말이에요,0
그런 사람을 만나면 나는 행복할 수 있을까,분명 그럴 거예요,0
집이 팔릴지 모르겠어,기다리면 언젠가 팔리지 않을까요,0
벌써 육 개월째 아무도 집을 보러 오지 않고 있어,더 싸게 내 놓는 게 어때요,0
 더 이상 싸게는 안돼,그럼 기다려 보시는 수밖에요,0
인터넷으로도 올려볼까,그것도 좋은 방법이겠네요,0
어디가 좋을까,접속자 수가 많은 곳을 이용해 보세요,0
우리 누나는 참 이중적이야,무슨 일 있으셨나요,0
누나는 남자친구한테는 나긋나긋하면서 나한테는 너무 무섭게 굴어,당연한 거 아닐까요,0
왜 그게 당연해,대하는 상대방이 다르니까요,0
나도 나중에 그렇게 될까,좋아하는 사람이 생기면 꼭 그렇게 되실 것 같아요,0
나는 내가 일관된 사람이었으면 좋겠어,모든 사람에게 일관되게 잘하시면 좋을 것 같아요,0
말의 힘이라는 게 진짜 있을까,저는 있다고 생각해요,0
오늘 길에서 엄마를 잃고 우는 아이를 만났는데 내가 아무리 달래도 울음을 그치지 않았어,난처하셨겠네요,0
그런데 어떤 아주머니가 오셔서 말을 한마디 하니까 뚝 그쳤어,그분이 말을 참 좋게 하셨나 보네요,0
그게 너무 신기했어,좋은 경험을 하셨네요,0
어떻게 말해야 잘하는 걸까,여러 상황을 가정하고 좋은 말을 찾는 연습을 해보시는 건 어떠신가요,0
어떻게 하면 항상 여유로운 사람이 될 수 있을까,금전적으로나 심적으로 여유가 있으면 여유로운 사람이 될 수 있지 않을까요,0
오늘 호텔에서 사람이 쓰러졌어,응급상황이었네요,0
그런데 직원이 아주 침착하게 대처하면서 응급처치를 해서 쓰러진 사람이 살았어,아주 대단한 사람이네요,0
그 사람의 모습이 너무 멋있어 보였어,저라도 반할 것 같아요,0
나도 어떤 상황에서도 당황하지 않고 여유롭게 대처할 수 있는 사람이 되고 싶어,평정심을 기르려고 노력하시면 좋을 것 같아요,0
오늘 대학교 조별 과제가 있어서 회의를 했어,고생하셨네요,0
그런데 한 사람이 자기 의견을 굽히지 않아서 과제 주제를 결정하지 못했어,싸우지는 않으셨나요,0
자신이 맞는다고 생각하는 일에는 절대 굽히지 않는 게 좋은 걸까,상황에 따라서 다를 것 같아요,0
그래도 자신의 의견을 꿋꿋하게 밀고 나가는 모습이 대단해 보였어,그러셨군요,0
나는 내가 옳다고 믿는 일은 어떠한 상황에서도 밀고 나갈 수 있을까,굳은 신념이 있으시면 가능하실 거예요,0
엄마가 나랑 예비 신랑이랑 궁합을 보고 오셨어,결과가 좋게 나왔나요,0
궁합이 잘 안 맞는다 그랬다고 걱정하셨어,기분이 별로 안 좋으시겠어요,0
궁합이 도대체 뭐야,궁합은 혼인할 남녀의 사주를 오행에 맞춰 부부로서의 좋고 나쁨을 알아보는 거예요,0
궁합이란 게 정말 근거가 있는 거야,너무 맹신하실 필요는 없지 않을까요,0
엄마가 너무 궁합 결과를 신경 쓰고 계셔서 힘들어,잘 설득하시면 괜찮을 거예요,0
어째서 아직도 힘든 사람들이 있을까,힘듦의 종류도 다양해요,0
오늘 식당에서 꿈나무카드로 식사를 하려는 결식아동을 봤어,가난만큼 힘든 게 없죠,0
그런데 식당 주인이 꿈나무 카드를 안 받아주더라고,안타까운 상황이네요,0
도와주고 싶었는데 아이들 자존심 상할까 봐 도와주지 못했어,그럴 땐 식당 주인에게 살짝 말해서 아이를 도와주는 것도 괜찮을 것 같아요,0
내가 낸 세금으로 결식아동을 더 많이 지원했으면 좋겠어,국민 청원을 이용해보시는 건 어떠신가요,0
나는 왜 여자 앞에만 서면 작아지는 걸까,부끄러워서 그런 거 아닐까요,0
나도 다른 남자들처럼 여자 앞에서 위트 있게 농담도 하고 친하게 지내고 싶어,연습을 많이 해보시면 잘하실 거예요,0
이미 거울 보면서 혼자 연습도 많이 해봤어,그럼 아는 여자분에게 부탁해서 같이 연습해보시는 건 어떠세요,0
그 부탁을 하는 것조차 너무 떨려서 잘 못하겠어,혹시 모태솔로이신가요,0
아직 한 번도 연애 못해봤어,용기를 내셔야 해요,0
남편을 더 이상 사랑하는 것 같지 않아,큰 문제네요,0
이혼에 대해서 많이 알아봤어,신중히 결정하실 문제예요,0
남편도 이제 나를 사랑하지 않는 것 같아,두 분이서 진지하게 이야기하시고 결정하시는 게 좋을 것 같아요,0
그런데 정 때문에 이혼하기가 망설여져,함께 해온 시간이 있으니 정이 드는 것이 당연해요,0
나는 어떻게 해야 할까,지금은 본인의 행복을 먼저 생각하는 게 좋을 것 같아요,0
나 지금 후배와 썸을 타고 있는 것 같아,축하드려요,0
그런데 어떻게 해야 사귀는 사이로 발전할 수 있을지 모르겠어,멋지게 고백하시는 건 어떠신가요,0
후배와 썸을 타고 있기는 한데 확실히 나를 좋아하는 건지는 잘 모르겠어,애매모호한 상황이네요,0
날 좋아하는 걸로 오해하고 고백했다가 차일까 봐 무서워,그렇지만 용기를 내지 않으면 결코 연인 사이가 될 수 없어요,0
여자들은 어떻게 고백해야 좋아할까,어떤 방법이든 진심이 전해지면 괜찮을 거예요,0
만나던 사람과 헤어졌어,많이 힘드시겠어요,0
너무 자주 헤어지다 보니 이제는 별로 힘들지도 않아,이별을 많이 경험하셨나요,0
많은 사람들을 만나고 사귀었지만 모두 삼 개월을 넘기지 못하고 헤어졌어,안타까운 일이네요,0
다른 사람들은 몇 년씩 연애하는데 왜 나는 오래 만나지 못할까,연애를 하고 친해지면서 상대방에 대한 배려가 없어졌던 것은 아니었을까요,0
나도 잘 모르겠어,그동안 헤어진 원인들을 분석해보시는 건 어떠신가요,0
담배를 끊어야 하는데,하루에 얼마나 피우세요,0
요즘은 두갑 가까이 피우는 거 같아,너무 많이 피우시네요,0
신경 쓰이는 일이 많아서 말이야,그건 다 핑계에요,0
사실 그냥 습관이지 뭐,습관은 무서운 거죠,0
나쁜 습관을 괜히 들였나 봐,지금이라도 고치면 되죠,0
왜 연애가 잘 안 풀리면 일도 잘 안되는 걸까,무슨 문제가 있으신가요,0
남자친구가 이틀째 연락이 안 되고 있어,별일 없을 거예요,0
남자친구가 신경 쓰여서 일에 집중을 못 해서 오늘 큰 실수를 했어,잘 수습되었으면 좋겠네요,0
나한테 일과 연애에 대한 스위치가 있어서 일할 때는 연애 스위치를 꺼버리고 싶어,너무 연애에 몰두하지 마세요,0
나도 그랬으면 좋겠어,차츰 나아지실 거예요,0
결혼을 앞두고 너무 심란해,무슨 걱정이 있으신가요,0
결혼하면 행복하게 살 수 있을지 걱정돼,행복하게 사실 수 있으실 거예요,0
결혼을 준비하면서 너무 스트레스를 많이 받았어,고생이 많으셨군요,0
결혼해서 잘 살 수 있을지 불안하고 돌이킬 수 없는 실수를 하는 건 아닌지 무섭기도 해,결혼 전 우울증이 오신 걸 수도 있어요,0
그럼 어떻게 해야 할까,결혼하실 분과 충분한 대화를 나눠보시면 불안감이 많이 해소되실 거예요,0
유부남을 사랑하는 왜 안되는 걸까,사회적인 문제를 야기할 수도 있기 때문이 아닐까요,0
상대방이 알지 못하게 그냥 나 혼자 좋아하면 괜찮지 않을까,실수로라도 마음을 전하거나 들키게 되면 상대방의 가정을 망가뜨릴 수도 있어요,0
그렇지만 좋아하는 마음을 내 마음대로 할 수는 없는 거잖아,다른 평범한 사람을 만나보시는 건 어떠신가요,0
나도 시도 안 해본 게 아니야,마음이 확고하신가 보네요,0
어떻게 하면 마음을 접을 수 있을까,다른 나라로 훌쩍 여행을 떠나보시는 건 어떠신가요,0
엄마한테 용서받을 수 없는 거짓말을 했어,무슨 일이 있으셨나요,0
가난이 너무 힘들어서 엄마를 원망한다고 소리쳤어,어머님이 상처받으셨겠어요,0
사실은 엄마 많이 사랑하는데 왜 그랬을까,누구나 실수할 수 있어요,0
엄마 가슴에 대못 박고 용서받을 수 있을까,바로 전화해서 용서를 빌어 보시는 게 좋을 것 같아요,0
엄마가 너무 보고 싶어,어머님도 따님을 보고 싶어 하고 계실 거예요,0
내가 좋아하는 사람을 만나야 행복해질까 나를 좋아하는 사람을 만나야 행복해질까,보통은 내가 좋아하는 사람보다 나를 좋아하는 사람을 만나는 게 좋다고 하죠,0
그렇게 하는 게 가능할까,내가 좋아하는 사람이 나를 좋아하는 사람이 아닌 다른 사람이라면 어려움이 있을 거예요,0
그럴 경우에는 어떻게 해야 할까,내가 좋아하는 사람이 나를 좋아하게 만드는 것도 좋은 방법이에요,0
그렇게 하면 되겠구나,다만 많은 노력이 필요할 거예요,0
욕심이겠지만 나는 내가 좋아하는 사람과 행복하고 싶어,제가 열심히 응원할게요,0
곤란한 상황에 처했을 때도 사람이 올바를 수 있을까,아주 어려운 일이네요,0
보통 한계상황이 되어봐야 그 사람을 알 수 있다고 하잖아,평소에는 바른 사람도 한계에 몰리면 나쁘게 행동하기도 하니까요,0
나라도 한계상황이라면 이기적으로 행동할 것 같아,그게 일반적이지 않을까요,0
자신이 죽는 순간까지 남을 위하는 사람들은 정말 대단한 거 같아,저도 그렇게 생각해요,0
나도 노력하면 그렇게 될 수 있을까,바라신다면 이룰 수 있을 거예요,0
이제 그만 삶을 포기하고 싶어,많이 힘드신가 보네요,0
사업이 잘 안돼서 집까지 압류당했어,포기하시면 안 돼요,0
어떻게 하면 다시 일어설 수 있을까,주변에 도움을 청하시는 것도 좋은 방법이에요,0
이제는 더 이상 날 도와줄 사람이 없어,그럼 스스로가 자신을 도와주세요,0
그건 어떻게 하는 거야,다시 일어설 수 있다고 자신을 응원하는 거예요,0
요즘 자꾸 무언가에 쫓기는 듯해,무슨 걱정이 있으신가요,0
한 달 뒤에 중요한 계약을 앞두고 너무 조급해지는 거 같아,여유를 가지시는 게 좋을 것 같아요,0
그게 마음처럼 잘 안돼,쉽지는 않은 일이죠,0
어떻게 하는 게 좋을까,영화를 관람하시거나 여행을 떠나시는 건 어떠신가요,0
그렇게 하면 여유가 생길까,의식적으로 신경을 다른 곳으로 돌려서라도 불안감을 낮출 수 있을 거예요,0
전 남자친구한테 데이트 폭행을 당했던 기억 때문에 새로운 사람을 만나지 못하겠어,안타까운 상황이네요,0
두려움이 잘 사라지지 않는 것 같아,새로운 사람이 상처를 치유해줄 거예요,0
그렇지만 새롭게 시작한 사랑도 지난 사랑과 같은 이유로 떠나게 되면 어떻게 하지,지난 상처로 한층 성장해 있을 테니 그럴 일은 없을 거예요,0
나도 이제 새로운 인연을 만날 수 있을까,아까운 청춘을 외롭게 보내지 마세요,0
그럼 한번 용기를 내볼게,분명 좋은 사람을 만나실 거예요,0
일과 가정의 균형을 잘 잡으려면 어떻게 해야 할까,일단은 균형점을 잘 잡는 게 중요하지 않을까요,0
균형점이라는 게 뭐야,한정된 삶에서 일과 가정에 대해 얼마 만큼씩을 배분할지 정하는 기준이에요,0
균형점을 어떻게 잡아야 행복할까,사람마다 일과 가정에 대해 중요하게 생각하는 정도가 다를 것 같아요,0
나 스스로 내 균형점을 찾아야 하는구나,자신에 대해 깊게 고찰하시면 잘 찾으실 수 있을 거예요,0
일단 지금은 가족과 함께 있고 싶어,행복한 시간 보내세요,0
다음 주에 아들이 초등학교에 입학해,벌써 세월이 그렇게 됐네요,0
그러게 꼬맹이가 초등학교를 갈 줄이야,준비는 하고 계신가요,0
어떤 준비 말이야,책가방 같은 거요,0
책가방이나 학용품 같은 건 아내가 다 준비해놨어,아내가 준비성이 훌륭하시네요,0
내가 아내는 잘 골랐지,좋으시겠어요,0
나답다는 게 도대체 뭘까,저보다는 잘 아시지 않을까요,0
오늘 친구랑 다퉜는데 친구가 나답지 않게 왜 그러냐고 그랬어,그런 일이 있으셨군요,0
나는 어떤 사람일까,여러 주변 사람들에게 물어보는 건 어떠신가요,0
다른 사람이 보는 내 모습이 정말 나일까,주변 사람들의 의견이 일관된다면 어느 정도 관련 있지 않을까요,0
객관적으로 나를 살펴보고 싶어,자기 탐구는 자아성찰에 도움이 될 거예요,0
사회생활을 하면서 진심으로 웃어본 적이 없는 것 같아,사회생활하기 힘드시죠,0
요즘 회사에서 얼굴은 웃는데 속으로는 아무런 감정이 없는 것 같아,마치 인형 같네요,0
언제부터 이렇게 됐는지 모르겠어,상처를 많이 받으시다 보니 점점 방어막을 쌓으신 것 같아요,0
계속 이렇게 있어도 괜찮은 걸까,스트레스를 잘 관리하시는 것도 개인 능력이에요,0
펑펑 울어보고 싶어,슬픈 영화를 보러 가시는 건 어떠신가요,0
직장 상사가 내 아이디어를 훔쳐 갔어,아주 나쁜 사람이네요,0
회사에서는 그냥 넘어갔는데 너무 화가 나,화가 나는 게 당연해요,0
직장 상사한테 화를 내야 할까 그냥 참고 넘겨야 할까,화를 낼 수 있으면 화를 내는 게 좋을 것 같아요,0
화를 내고 싶은데 직장에서 상사에게 화를 내면 회사 생활이 힘들어질까 봐 걱정돼,그러면 노래방에서 신나게 소리 지르면서 스트레스를 날려버려요,0
마음 같아서는 상사를 한대 때려주고 싶어,베개를 그 상사사로 생각하고 마구 때리세요,0
남자친구가 또 바람을 피우다가 나한테 걸렸어,속이 많이 상하시겠어요,0
